"id";"prizeGroup";"memberId";"code";"locked";"token";"enteredCodeOn";"hasBeenPaidOn";"validUntil";"crypt";"tstamp";"hasBeenPaid";"ip"
"1701";"1";"0";"3046180u";;;;;;;;;
"1702";"2";"0";"79025c6f";;;;;;;;;
"1703";"3";"0";"45765k4c";;;;;;;;;
"1704";"4";"0";"b01a561d";;;;;;;;;
"1705";"5";"0";"21c695cb";;;;;;;;;
"1706";"6";"0";"4adb022b";;;;;;;;;
"1707";"7";"0";"66oa527q";;;;;;;;;
"1708";"8";"0";"8d690mcb";;;;;;;;;
"1709";"9";"0";"r637ac9c";;;;;;;;;
"1710";"10";"0";"cad89baq";;;;;;;;;
"1711";"1";"0";"b22d418u";;;;;;;;;
"1712";"2";"0";"93f6ff9p";;;;;;;;;
"1713";"3";"0";"0l13f3ba";;;;;;;;;
"1714";"4";"0";"594737fd";;;;;;;;;
"1715";"5";"0";"31ccc63l";;;;;;;;;
"1716";"6";"0";"oo634c6b";;;;;;;;;
"1717";"7";"0";"6bbbo9dg";;;;;;;;;
"1718";"8";"0";"pdc2929n";;;;;;;;;
"1719";"9";"0";"b3bqc35k";;;;;;;;;
"1720";"10";"0";"4067f75a";;;;;;;;;
"1721";"1";"0";"096dm3fk";;;;;;;;;
"1722";"2";"0";"b922357o";;;;;;;;;
"1723";"3";"0";"2d1619du";;;;;;;;;
"1724";"4";"0";"2ai8875b";;;;;;;;;
"1725";"5";"0";"40adc8df";;;;;;;;;
"1726";"6";"0";"839o7aoi";;;;;;;;;
"1727";"7";"0";"16a9579s";;;;;;;;;
"1728";"8";"0";"8df5fd9m";;;;;;;;;
"1729";"9";"0";"67qf58fi";;;;;;;;;
"1730";"10";"0";"998887db";;;;;;;;;
"1731";"1";"0";"8d69jf4j";;;;;;;;;
"1732";"2";"0";"d09a123g";;;;;;;;;
"1733";"3";"0";"28cba2bp";;;;;;;;;
"1734";"4";"0";"45bc9a9t";;;;;;;;;
"1735";"5";"0";"39babf4i";;;;;;;;;
"1736";"6";"0";"bf9bc0am";;;;;;;;;
"1737";"7";"0";"ca5925dh";;;;;;;;;
"1738";"8";"0";"4af4fd9r";;;;;;;;;
"1739";"9";"0";"d7a8965a";;;;;;;;;
"1740";"10";"0";"c28f4c7d";;;;;;;;;
"1741";"1";"0";"906f666b";;;;;;;;;
"1742";"2";"0";"5a88d18k";;;;;;;;;
"1743";"3";"0";"04cm1acr";;;;;;;;;
"1744";"4";"0";"93a7421c";;;;;;;;;
"1745";"5";"0";"93c812cb";;;;;;;;;
"1746";"6";"0";"p682b37a";;;;;;;;;
"1747";"7";"0";"807c5c1u";;;;;;;;;
"1748";"8";"0";"o27dc7of";;;;;;;;;
"1749";"9";"0";"66dba83d";;;;;;;;;
"1750";"10";"0";"6a354a5h";;;;;;;;;
"1751";"1";"0";"4u3904ct";;;;;;;;;
"1752";"2";"0";"324d782i";;;;;;;;;
"1753";"3";"0";"63b4939d";;;;;;;;;
"1754";"4";"0";"cdb0492a";;;;;;;;;
"1755";"5";"0";"35f4f0dj";;;;;;;;;
"1756";"6";"0";"92d0d6fh";;;;;;;;;
"1757";"7";"0";"c6b33j4o";;;;;;;;;
"1758";"8";"0";"9386a26h";;;;;;;;;
"1759";"9";"0";"4fdc8o5h";;;;;;;;;
"1760";"10";"0";"3c58f09a";;;;;;;;;
"1761";"1";"0";"893adc3o";;;;;;;;;
"1762";"2";"0";"0984769i";;;;;;;;;
"1763";"3";"0";"d34faf7f";;;;;;;;;
"1764";"4";"0";"2bf01a8r";;;;;;;;;
"1765";"5";"0";"6f11a3fj";;;;;;;;;
"1766";"6";"0";"934cal9m";;;;;;;;;
"1767";"7";"0";"d60b3o8q";;;;;;;;;
"1768";"8";"0";"c0803q9q";;;;;;;;;
"1769";"9";"0";"c44d91cf";;;;;;;;;
"1770";"10";"0";"988fc45f";;;;;;;;;
"1771";"1";"0";"33a422dl";;;;;;;;;
"1772";"2";"0";"h728f12o";;;;;;;;;
"1773";"3";"0";"a79c33bo";;;;;;;;;
"1774";"4";"0";"620du05j";;;;;;;;;
"1775";"5";"0";"0pd129bf";;;;;;;;;
"1776";"6";"0";"2cdf154r";;;;;;;;;
"1777";"7";"0";"951ca0bf";;;;;;;;;
"1778";"8";"0";"6ba8f8dg";;;;;;;;;
"1779";"9";"0";"2adc4d2f";;;;;;;;;
"1780";"10";"0";"53262b2s";;;;;;;;;
"1781";"1";"0";"a0ba2b8b";;;;;;;;;
"1782";"2";"0";"0dc6f94t";;;;;;;;;
"1783";"3";"0";"1dbc44ap";;;;;;;;;
"1784";"4";"0";"9bc3117f";;;;;;;;;
"1785";"5";"0";"9a6f9dmb";;;;;;;;;
"1786";"6";"0";"446bf2dt";;;;;;;;;
"1787";"7";"0";"7cd087ak";;;;;;;;;
"1788";"8";"0";"38c9k56j";;;;;;;;;
"1789";"9";"0";"9c2018fr";;;;;;;;;
"1790";"10";"0";"fd2aa6fc";;;;;;;;;
"1791";"1";"0";"8b9296bb";;;;;;;;;
"1792";"2";"0";"593i344a";;;;;;;;;
"1793";"3";"0";"2d86b3ao";;;;;;;;;
"1794";"4";"0";"97007a7u";;;;;;;;;
"1795";"5";"0";"a0978f3d";;;;;;;;;
"1796";"6";"0";"77bu87ak";;;;;;;;;
"1797";"7";"0";"716m67ch";;;;;;;;;
"1798";"8";"0";"8jjcfd3m";;;;;;;;;
"1799";"9";"0";"3d2b601o";;;;;;;;;
"1800";"10";"0";"7a8nfn3n";;;;;;;;;
"1801";"1";"0";"0037bf6f";;;;;;;;;
"1802";"2";"0";"4ff0fa0a";;;;;;;;;
"1803";"3";"0";"21a9m97a";;;;;;;;;
"1804";"4";"0";"123f274l";;;;;;;;;
"1805";"5";"0";"cb73f52p";;;;;;;;;
"1806";"6";"0";"f33c307d";;;;;;;;;
"1807";"7";"0";"756870cf";;;;;;;;;
"1808";"8";"0";"fd8fbc2l";;;;;;;;;
"1809";"9";"0";"dd3dcc8f";;;;;;;;;
"1810";"10";"0";"07a7ff5h";;;;;;;;;
"1811";"1";"0";"57a1f7ca";;;;;;;;;
"1812";"2";"0";"1a165d2f";;;;;;;;;
"1813";"3";"0";"1426547f";;;;;;;;;
"1814";"4";"0";"ba75f94b";;;;;;;;;
"1815";"5";"0";"58a5ba7f";;;;;;;;;
"1816";"6";"0";"c2d0cb6r";;;;;;;;;
"1817";"7";"0";"8d8ca46r";;;;;;;;;
"1818";"8";"0";"c0cb823o";;;;;;;;;
"1819";"9";"0";"0c530a3p";;;;;;;;;
"1820";"10";"0";"8f5a564g";;;;;;;;;
"1821";"1";"0";"q43q585p";;;;;;;;;
"1822";"2";"0";"cnn98f7t";;;;;;;;;
"1823";"3";"0";"8gbffc1b";;;;;;;;;
"1824";"4";"0";"b8bb9dbu";;;;;;;;;
"1825";"5";"0";"3q4aa78j";;;;;;;;;
"1826";"6";"0";"2165c11c";;;;;;;;;
"1827";"7";"0";"cb1bb84m";;;;;;;;;
"1828";"8";"0";"877d1b4r";;;;;;;;;
"1829";"9";"0";"1apd01dl";;;;;;;;;
"1830";"10";"0";"d70amabt";;;;;;;;;
"1831";"1";"0";"1c1c23ca";;;;;;;;;
"1832";"2";"0";"6540493h";;;;;;;;;
"1833";"3";"0";"9ff3375j";;;;;;;;;
"1834";"4";"0";"cdc2a75m";;;;;;;;;
"1835";"5";"0";"82f33a2d";;;;;;;;;
"1836";"6";"0";"cf0d1d1f";;;;;;;;;
"1837";"7";"0";"3850134p";;;;;;;;;
"1838";"8";"0";"1bad6bcg";;;;;;;;;
"1839";"9";"0";"3f4154hq";;;;;;;;;
"1840";"10";"0";"3854k44h";;;;;;;;;
"1841";"1";"0";"aa43502p";;;;;;;;;
"1842";"2";"0";"79192a5b";;;;;;;;;
"1843";"3";"0";"22b2065p";;;;;;;;;
"1844";"4";"0";"5dncnf1q";;;;;;;;;
"1845";"5";"0";"1430046d";;;;;;;;;
"1846";"6";"0";"1a9db42j";;;;;;;;;
"1847";"7";"0";"7r95638m";;;;;;;;;
"1848";"8";"0";"67fa699r";;;;;;;;;
"1849";"9";"0";"5c911afg";;;;;;;;;
"1850";"10";"0";"b931b05c";;;;;;;;;
"1851";"1";"0";"260d530r";;;;;;;;;
"1852";"2";"0";"c1b1n8al";;;;;;;;;
"1853";"3";"0";"48b6926p";;;;;;;;;
"1854";"4";"0";"67ca3a2d";;;;;;;;;
"1855";"5";"0";"3db8aa6t";;;;;;;;;
"1856";"6";"0";"79a23aah";;;;;;;;;
"1857";"7";"0";"0048537t";;;;;;;;;
"1858";"8";"0";"01a13d2f";;;;;;;;;
"1859";"9";"0";"1drcdf4f";;;;;;;;;
"1860";"10";"0";"0cffc9bd";;;;;;;;;
"1861";"1";"0";"1708d21r";;;;;;;;;
"1862";"2";"0";"79amaddk";;;;;;;;;
"1863";"3";"0";"26ab9c1r";;;;;;;;;
"1864";"4";"0";"79f82h6l";;;;;;;;;
"1865";"5";"0";"f2ab3n0d";;;;;;;;;
"1866";"6";"0";"317aa13g";;;;;;;;;
"1867";"7";"0";"349bf85l";;;;;;;;;
"1868";"8";"0";"af641fdb";;;;;;;;;
"1869";"9";"0";"da6917cl";;;;;;;;;
"1870";"10";"0";"46f7cf2l";;;;;;;;;
"1871";"1";"0";"n5b23bcs";;;;;;;;;
"1872";"2";"0";"9364783c";;;;;;;;;
"1873";"3";"0";"04f4f57s";;;;;;;;;
"1874";"4";"0";"95lc55fu";;;;;;;;;
"1875";"5";"0";"fa4686fn";;;;;;;;;
"1876";"6";"0";"cf49d51p";;;;;;;;;
"1877";"7";"0";"585k530c";;;;;;;;;
"1878";"8";"0";"u0fb9b2c";;;;;;;;;
"1879";"9";"0";"2b80djjf";;;;;;;;;
"1880";"10";"0";"76f3ac6k";;;;;;;;;
"1881";"1";"0";"3cd0f09s";;;;;;;;;
"1882";"2";"0";"73d9ab5b";;;;;;;;;
"1883";"3";"0";"795d34kr";;;;;;;;;
"1884";"4";"0";"2c9arf8i";;;;;;;;;
"1885";"5";"0";"c4b144ck";;;;;;;;;
"1886";"6";"0";"8bb1016f";;;;;;;;;
"1887";"7";"0";"c6195f5k";;;;;;;;;
"1888";"8";"0";"67032cdj";;;;;;;;;
"1889";"9";"0";"fm35757n";;;;;;;;;
"1890";"10";"0";"b026f21l";;;;;;;;;
"1891";"1";"0";"d6f7958q";;;;;;;;;
"1892";"2";"0";"8dma64cm";;;;;;;;;
"1893";"3";"0";"627m7mdr";;;;;;;;;
"1894";"4";"0";"f8b23d1i";;;;;;;;;
"1895";"5";"0";"650db46c";;;;;;;;;
"1896";"6";"0";"ad888l8l";;;;;;;;;
"1897";"7";"0";"c02226lk";;;;;;;;;
"1898";"8";"0";"093s0sfr";;;;;;;;;
"1899";"9";"0";"obo0o17d";;;;;;;;;
"1900";"10";"0";"458b2adf";;;;;;;;;
"1901";"1";"0";"6d13f27d";;;;;;;;;
"1902";"2";"0";"888738bm";;;;;;;;;
"1903";"3";"0";"fcbaa12c";;;;;;;;;
"1904";"4";"0";"7fcdfcfb";;;;;;;;;
"1905";"5";"0";"c56853dp";;;;;;;;;
"1906";"6";"0";"fb4aa69o";;;;;;;;;
"1907";"7";"0";"55qfq04u";;;;;;;;;
"1908";"8";"0";"976a4fco";;;;;;;;;
"1909";"9";"0";"192dsc7c";;;;;;;;;
"1910";"10";"0";"o450397f";;;;;;;;;
"1911";"1";"0";"c812f76b";;;;;;;;;
"1912";"2";"0";"521db5fm";;;;;;;;;
"1913";"3";"0";"ccu8fa7t";;;;;;;;;
"1914";"4";"0";"f51f7a7k";;;;;;;;;
"1915";"5";"0";"3cb20b2d";;;;;;;;;
"1916";"6";"0";"047s23dh";;;;;;;;;
"1917";"7";"0";"c77ccb7s";;;;;;;;;
"1918";"8";"0";"a5671f7c";;;;;;;;;
"1919";"9";"0";"3c9afc4k";;;;;;;;;
"1920";"10";"0";"86ab845t";;;;;;;;;
"1921";"1";"0";"603608ap";;;;;;;;;
"1922";"2";"0";"f430jd2k";;;;;;;;;
"1923";"3";"0";"1bdb3fcp";;;;;;;;;
"1924";"4";"0";"5t26663b";;;;;;;;;
"1925";"5";"0";"afk7d05b";;;;;;;;;
"1926";"6";"0";"df8u7fda";;;;;;;;;
"1927";"7";"0";"b6d9d02h";;;;;;;;;
"1928";"8";"0";"65ab59cj";;;;;;;;;
"1929";"9";"0";"8f2c548q";;;;;;;;;
"1930";"10";"0";"l6fb523j";;;;;;;;;
"1931";"1";"0";"16pp1c7q";;;;;;;;;
"1932";"2";"0";"28867a6f";;;;;;;;;
"1933";"3";"0";"34cb518q";;;;;;;;;
"1934";"4";"0";"7c21354p";;;;;;;;;
"1935";"5";"0";"s5af4abu";;;;;;;;;
"1936";"6";"0";"ac3d067u";;;;;;;;;
"1937";"7";"0";"962f00ia";;;;;;;;;
"1938";"8";"0";"2791d8bk";;;;;;;;;
"1939";"9";"0";"4f0fbucm";;;;;;;;;
"1940";"10";"0";"304caafs";;;;;;;;;
"1941";"1";"0";"s11fca4n";;;;;;;;;
"1942";"2";"0";"0a1c7l6p";;;;;;;;;
"1943";"3";"0";"4c29548o";;;;;;;;;
"1944";"4";"0";"42c7bf3j";;;;;;;;;
"1945";"5";"0";"0cfd2bdd";;;;;;;;;
"1946";"6";"0";"a98ucc1f";;;;;;;;;
"1947";"7";"0";"52tf03ba";;;;;;;;;
"1948";"8";"0";"2f44883a";;;;;;;;;
"1949";"9";"0";"3a9bdb4o";;;;;;;;;
"1950";"10";"0";"3f3087db";;;;;;;;;
"1951";"1";"0";"c837c95b";;;;;;;;;
"1952";"2";"0";"ab46772r";;;;;;;;;
"1953";"3";"0";"170odbdf";;;;;;;;;
"1954";"4";"0";"3c02f9an";;;;;;;;;
"1955";"5";"0";"8bbg302o";;;;;;;;;
"1956";"6";"0";"6bddc2af";;;;;;;;;
"1957";"7";"0";"5ff9bc1a";;;;;;;;;
"1958";"8";"0";"91gcg08d";;;;;;;;;
"1959";"9";"0";"9m91mb2k";;;;;;;;;
"1960";"10";"0";"7b456c4r";;;;;;;;;
"1961";"1";"0";"00f4a98b";;;;;;;;;
"1962";"2";"0";"1i0c1idc";;;;;;;;;
"1963";"3";"0";"1aa6gg9a";;;;;;;;;
"1964";"4";"0";"1df2dddp";;;;;;;;;
"1965";"5";"0";"f3cbc0aq";;;;;;;;;
"1966";"6";"0";"2c03746r";;;;;;;;;
"1967";"7";"0";"f169d77a";;;;;;;;;
"1968";"8";"0";"at9dc4ft";;;;;;;;;
"1969";"9";"0";"7810cb9c";;;;;;;;;
"1970";"10";"0";"80b855ss";;;;;;;;;
"1971";"1";"0";"0c1144cf";;;;;;;;;
"1972";"2";"0";"5733q33d";;;;;;;;;
"1973";"3";"0";"4ccabbbf";;;;;;;;;
"1974";"4";"0";"f84n1b4n";;;;;;;;;
"1975";"5";"0";"698a29tr";;;;;;;;;
"1976";"6";"0";"b052cb3r";;;;;;;;;
"1977";"7";"0";"a0c3811p";;;;;;;;;
"1978";"8";"0";"df290f6c";;;;;;;;;
"1979";"9";"0";"fb1b946i";;;;;;;;;
"1980";"10";"0";"0d22816f";;;;;;;;;
"1981";"1";"0";"3cdc056p";;;;;;;;;
"1982";"2";"0";"5f8a118l";;;;;;;;;
"1983";"3";"0";"fc5c687t";;;;;;;;;
"1984";"4";"0";"c2c19b3m";;;;;;;;;
"1985";"5";"0";"2d57f27l";;;;;;;;;
"1986";"6";"0";"b25a7faj";;;;;;;;;
"1987";"7";"0";"6f78ocop";;;;;;;;;
"1988";"8";"0";"q07bc4fu";;;;;;;;;
"1989";"9";"0";"623842bf";;;;;;;;;
"1990";"10";"0";"1jbb354g";;;;;;;;;
"1991";"1";"0";"d187a4cu";;;;;;;;;
"1992";"2";"0";"91kc542j";;;;;;;;;
"1993";"3";"0";"47b18fhi";;;;;;;;;
"1994";"4";"0";"772354di";;;;;;;;;
"1995";"5";"0";"97990fdc";;;;;;;;;
"1996";"6";"0";"6fanb33j";;;;;;;;;
"1997";"7";"0";"9n6b5ncs";;;;;;;;;
"1998";"8";"0";"9ca741ah";;;;;;;;;
"1999";"9";"0";"9dd36ldk";;;;;;;;;
"2000";"10";"0";"b7ff82dd";;;;;;;;;
"2001";"1";"0";"c347b47f";;;;;;;;;
"2002";"2";"0";"a89nfnam";;;;;;;;;
"2003";"3";"0";"188040do";;;;;;;;;
"2004";"4";"0";"d0652ncp";;;;;;;;;
"2005";"5";"0";"2afaf6bn";;;;;;;;;
"2006";"6";"0";"ab6f3d2f";;;;;;;;;
"2007";"7";"0";"354928ng";;;;;;;;;
"2008";"8";"0";"041566bj";;;;;;;;;
"2009";"9";"0";"77d906cq";;;;;;;;;
"2010";"10";"0";"0dc9356o";;;;;;;;;
"2011";"1";"0";"976494if";;;;;;;;;
"2012";"2";"0";"ac9i4adm";;;;;;;;;
"2013";"3";"0";"99d51b0m";;;;;;;;;
"2014";"4";"0";"bb8g9g9f";;;;;;;;;
"2015";"5";"0";"cc10ca9b";;;;;;;;;
"2016";"6";"0";"fd761dfl";;;;;;;;;
"2017";"7";"0";"491pd77f";;;;;;;;;
"2018";"8";"0";"87n9259c";;;;;;;;;
"2019";"9";"0";"f0bd8f4s";;;;;;;;;
"2020";"10";"0";"1ft7c59u";;;;;;;;;
"2021";"1";"0";"l564l01c";;;;;;;;;
"2022";"2";"0";"8c68db8m";;;;;;;;;
"2023";"3";"0";"8162752f";;;;;;;;;
"2024";"4";"0";"fd7p7p3h";;;;;;;;;
"2025";"5";"0";"u1c96a6u";;;;;;;;;
"2026";"6";"0";"4j40b08o";;;;;;;;;
"2027";"7";"0";"15h9bh5i";;;;;;;;;
"2028";"8";"0";"b2b3112q";;;;;;;;;
"2029";"9";"0";"ac78322b";;;;;;;;;
"2030";"10";"0";"faflf7bq";;;;;;;;;
"2031";"1";"0";"a1f9978u";;;;;;;;;
"2032";"2";"0";"630c482g";;;;;;;;;
"2033";"3";"0";"692ff22g";;;;;;;;;
"2034";"4";"0";"70791f9r";;;;;;;;;
"2035";"5";"0";"b5304cff";;;;;;;;;
"2036";"6";"0";"bo13b69b";;;;;;;;;
"2037";"7";"0";"1c675d6f";;;;;;;;;
"2038";"8";"0";"84ba01fj";;;;;;;;;
"2039";"9";"0";"6d39f01a";;;;;;;;;
"2040";"10";"0";"8b3b9k5f";;;;;;;;;
"2041";"1";"0";"887bdc2u";;;;;;;;;
"2042";"2";"0";"1567m38m";;;;;;;;;
"2043";"3";"0";"1147983f";;;;;;;;;
"2044";"4";"0";"8c7c977f";;;;;;;;;
"2045";"5";"0";"12l1l26o";;;;;;;;;
"2046";"6";"0";"34ca702h";;;;;;;;;
"2047";"7";"0";"91bf07fh";;;;;;;;;
"2048";"8";"0";"08c7s41f";;;;;;;;;
"2049";"9";"0";"194f195t";;;;;;;;;
"2050";"10";"0";"ffd2ac7d";;;;;;;;;
"2051";"1";"0";"33b3c82o";;;;;;;;;
"2052";"2";"0";"aa41260f";;;;;;;;;
"2053";"3";"0";"6186511g";;;;;;;;;
"2054";"4";"0";"f404438c";;;;;;;;;
"2055";"5";"0";"22c87b7c";;;;;;;;;
"2056";"6";"0";"41c5118f";;;;;;;;;
"2057";"7";"0";"f1t5620o";;;;;;;;;
"2058";"8";"0";"ffc24cmm";;;;;;;;;
"2059";"9";"0";"0jcd738b";;;;;;;;;
"2060";"10";"0";"c5af51ab";;;;;;;;;
"2061";"1";"0";"3341fdai";;;;;;;;;
"2062";"2";"0";"a78d9b9r";;;;;;;;;
"2063";"3";"0";"5631cf5h";;;;;;;;;
"2064";"4";"0";"b8f645cf";;;;;;;;;
"2065";"5";"0";"d59244rn";;;;;;;;;
"2066";"6";"0";"af83945u";;;;;;;;;
"2067";"7";"0";"c215cd3f";;;;;;;;;
"2068";"8";"0";"869f79ck";;;;;;;;;
"2069";"9";"0";"c9do7a8p";;;;;;;;;
"2070";"10";"0";"717c3c7m";;;;;;;;;
"2071";"1";"0";"dn4f1dbc";;;;;;;;;
"2072";"2";"0";"d8777d7b";;;;;;;;;
"2073";"3";"0";"123t33at";;;;;;;;;
"2074";"4";"0";"8ia2dd8t";;;;;;;;;
"2075";"5";"0";"81af6bfa";;;;;;;;;
"2076";"6";"0";"1350b33g";;;;;;;;;
"2077";"7";"0";"fdb118aj";;;;;;;;;
"2078";"8";"0";"d2b8f03a";;;;;;;;;
"2079";"9";"0";"64273c4g";;;;;;;;;
"2080";"10";"0";"c6aa2dbf";;;;;;;;;
"2081";"1";"0";"d407421n";;;;;;;;;
"2082";"2";"0";"d822567j";;;;;;;;;
"2083";"3";"0";"d248606d";;;;;;;;;
"2084";"4";"0";"27hc7d3l";;;;;;;;;
"2085";"5";"0";"h09d48dq";;;;;;;;;
"2086";"6";"0";"43p225dd";;;;;;;;;
"2087";"7";"0";"h70ch95i";;;;;;;;;
"2088";"8";"0";"b3d5nc9i";;;;;;;;;
"2089";"9";"0";"07bb612p";;;;;;;;;
"2090";"10";"0";"1cfa5p2d";;;;;;;;;
"2091";"1";"0";"3o6ba1af";;;;;;;;;
"2092";"2";"0";"4959b0fb";;;;;;;;;
"2093";"3";"0";"3334bd4a";;;;;;;;;
"2094";"4";"0";"a9cd246r";;;;;;;;;
"2095";"5";"0";"054dat9u";;;;;;;;;
"2096";"6";"0";"93tf55do";;;;;;;;;
"2097";"7";"0";"dd70b3uq";;;;;;;;;
"2098";"8";"0";"5b24d0kc";;;;;;;;;
"2099";"9";"0";"a1ahhdbn";;;;;;;;;
"2100";"10";"0";"7823af7i";;;;;;;;;
"2101";"1";"0";"2bf083af";;;;;;;;;
"2102";"2";"0";"27a1475f";;;;;;;;;
"2103";"3";"0";"k513b1fa";;;;;;;;;
"2104";"4";"0";"9j4f99fu";;;;;;;;;
"2105";"5";"0";"90f0755q";;;;;;;;;
"2106";"6";"0";"40fdf7sr";;;;;;;;;
"2107";"7";"0";"7d6652ca";;;;;;;;;
"2108";"8";"0";"4120d6rf";;;;;;;;;
"2109";"9";"0";"35d9cobi";;;;;;;;;
"2110";"10";"0";"ac97cc2j";;;;;;;;;
"2111";"1";"0";"4670d82m";;;;;;;;;
"2112";"2";"0";"508116dt";;;;;;;;;
"2113";"3";"0";"3p8p818i";;;;;;;;;
"2114";"4";"0";"c574246d";;;;;;;;;
"2115";"5";"0";"133u28cb";;;;;;;;;
"2116";"6";"0";"d6c12c6f";;;;;;;;;
"2117";"7";"0";"f1cc2adf";;;;;;;;;
"2118";"8";"0";"65fa7d5f";;;;;;;;;
"2119";"9";"0";"f878abfb";;;;;;;;;
"2120";"10";"0";"5565b27b";;;;;;;;;
"2121";"1";"0";"d3fh42fg";;;;;;;;;
"2122";"2";"0";"d663329d";;;;;;;;;
"2123";"3";"0";"17faf1dd";;;;;;;;;
"2124";"4";"0";"b18d7f5q";;;;;;;;;
"2125";"5";"0";"39160kdq";;;;;;;;;
"2126";"6";"0";"0b6d4d2d";;;;;;;;;
"2127";"7";"0";"18959c8a";;;;;;;;;
"2128";"8";"0";"ubuf292j";;;;;;;;;
"2129";"9";"0";"j5d75f9t";;;;;;;;;
"2130";"10";"0";"fc3c78di";;;;;;;;;
"2131";"1";"0";"a88n8c8f";;;;;;;;;
"2132";"2";"0";"5468fa2h";;;;;;;;;
"2133";"3";"0";"fq39939q";;;;;;;;;
"2134";"4";"0";"a47fbf2f";;;;;;;;;
"2135";"5";"0";"d87f8cdl";;;;;;;;;
"2136";"6";"0";"20028d5o";;;;;;;;;
"2137";"7";"0";"f69882bj";;;;;;;;;
"2138";"8";"0";"b24a41aj";;;;;;;;;
"2139";"9";"0";"914a2cdo";;;;;;;;;
"2140";"10";"0";"72d9a5aj";;;;;;;;;
"2141";"1";"0";"babaff4t";;;;;;;;;
"2142";"2";"0";"074fdbao";;;;;;;;;
"2143";"3";"0";"ao4cc07j";;;;;;;;;
"2144";"4";"0";"0db86dbi";;;;;;;;;
"2145";"5";"0";"376fcd9t";;;;;;;;;
"2146";"6";"0";"2c08d03p";;;;;;;;;
"2147";"7";"0";"b71d553l";;;;;;;;;
"2148";"8";"0";"8d79b93m";;;;;;;;;
"2149";"9";"0";"6732944c";;;;;;;;;
"2150";"10";"0";"bcd20c4g";;;;;;;;;
"2151";"1";"0";"if3d22ia";;;;;;;;;
"2152";"2";"0";"6bfudaai";;;;;;;;;
"2153";"3";"0";"a829548r";;;;;;;;;
"2154";"4";"0";"5561fa7f";;;;;;;;;
"2155";"5";"0";"4addab4j";;;;;;;;;
"2156";"6";"0";"3191c0fp";;;;;;;;;
"2157";"7";"0";"7bd6dc0h";;;;;;;;;
"2158";"8";"0";"337a610d";;;;;;;;;
"2159";"9";"0";"p5pap69k";;;;;;;;;
"2160";"10";"0";"l7896b3i";;;;;;;;;
"2161";"1";"0";"b5m913cd";;;;;;;;;
"2162";"2";"0";"1c9d36dl";;;;;;;;;
"2163";"3";"0";"9c92fadj";;;;;;;;;
"2164";"4";"0";"fa67615a";;;;;;;;;
"2165";"5";"0";"6716bc5q";;;;;;;;;
"2166";"6";"0";"360a2qbq";;;;;;;;;
"2167";"7";"0";"09db4f2k";;;;;;;;;
"2168";"8";"0";"k88a2d0s";;;;;;;;;
"2169";"9";"0";"r272486b";;;;;;;;;
"2170";"10";"0";"b98229gf";;;;;;;;;
"2171";"1";"0";"9439c4bk";;;;;;;;;
"2172";"2";"0";"cq72qc8r";;;;;;;;;
"2173";"3";"0";"8484b12q";;;;;;;;;
"2174";"4";"0";"4f4f034b";;;;;;;;;
"2175";"5";"0";"fd694n4c";;;;;;;;;
"2176";"6";"0";"3b69acau";;;;;;;;;
"2177";"7";"0";"0cf9208h";;;;;;;;;
"2178";"8";"0";"l436f59o";;;;;;;;;
"2179";"9";"0";"04741f0j";;;;;;;;;
"2180";"10";"0";"5f9295ac";;;;;;;;;
"2181";"1";"0";"c843a16u";;;;;;;;;
"2182";"2";"0";"9673c1dp";;;;;;;;;
"2183";"3";"0";"4ad8f81r";;;;;;;;;
"2184";"4";"0";"acbq7aba";;;;;;;;;
"2185";"5";"0";"0146a0cq";;;;;;;;;
"2186";"6";"0";"93c61ddq";;;;;;;;;
"2187";"7";"0";"5a849b9c";;;;;;;;;
"2188";"8";"0";"05c9s12j";;;;;;;;;
"2189";"9";"0";"40461a2d";;;;;;;;;
"2190";"10";"0";"7ii6224c";;;;;;;;;
"2191";"1";"0";"5c8271ag";;;;;;;;;
"2192";"2";"0";"cb12b90f";;;;;;;;;
"2193";"3";"0";"915923bg";;;;;;;;;
"2194";"4";"0";"q227ff2c";;;;;;;;;
"2195";"5";"0";"df39d8kk";;;;;;;;;
"2196";"6";"0";"571a673b";;;;;;;;;
"2197";"7";"0";"25361f1n";;;;;;;;;
"2198";"8";"0";"a144ddfk";;;;;;;;;
"2199";"9";"0";"4dc13bft";;;;;;;;;
"2200";"10";"0";"7c605dbf";;;;;;;;;
"2201";"1";"0";"132o198t";;;;;;;;;
"2202";"2";"0";"a585d44g";;;;;;;;;
"2203";"3";"0";"a8cbkfcp";;;;;;;;;
"2204";"4";"0";"7caa37fk";;;;;;;;;
"2205";"5";"0";"33338caq";;;;;;;;;
"2206";"6";"0";"01fb782a";;;;;;;;;
"2207";"7";"0";"91ddf6fu";;;;;;;;;
"2208";"8";"0";"nb9880ch";;;;;;;;;
"2209";"9";"0";"j8aj6cjf";;;;;;;;;
"2210";"10";"0";"d6096d0d";;;;;;;;;
"2211";"1";"0";"53f2ddcp";;;;;;;;;
"2212";"2";"0";"97c1cp6r";;;;;;;;;
"2213";"3";"0";"7bc6ad1g";;;;;;;;;
"2214";"4";"0";"37c07c7l";;;;;;;;;
"2215";"5";"0";"c7d92b4t";;;;;;;;;
"2216";"6";"0";"d64df53f";;;;;;;;;
"2217";"7";"0";"c4b2b25f";;;;;;;;;
